,Dir Rank,Movie,actor,type,role,aw
376,AdL14,Jacob's Ladder,Danny Aiello,\Und,chiropractor,|
377,AdL14,Jacob's Ladder,Patricia Kalember,\Und,und,|
378,AdL16,Indecent Proposal,Woody Harrison,\Vic,"overextended architect, husband ""David Murphy""",|
379,AdL16,Indecent Proposal,Demi Moore,\Lov,"beautiful wife, agrees ""Diane Murphy""",|
380,AdL16,Indecent Proposal,Robert Redford,\Vil,"billionaire, desires Diane, proposes 1MDoll for a night, keeps pursuing Diane ""John Gage""",|
381,AdL16,Indecent Proposal,Tommy Rile,\Sdk,"billionaire's driver ""Shakleford""",|
382,AdL16,Indecent Proposal,Oliver Platt,\Sdk,architect's money-conscious lawyer,|
383,AdL20,Lolita,Jeremy Irons,\Und,"pedophile stepfather ""Humbert Humbert""",|
384,AdL20,Lolita,Dominique Swain,\Lov,"sexy teen ""Lolita""",|
385,AdL20,Lolita,Melanie Griffith,\Und,"annoying mother, dies ""Charlotte Haze'",|
386,AdL20,Lolita,Frank Langella,\Und,"sinistelures Loolita away, chased, ""Clare Quilty""",|
387,AdL20,Lolita,Ben Silverstone,\Und,"young Humbert ""Humbert""",|
388,AdL20,Lolita,Emma GriffithsMalin,\Und,"young love, dies ""Annabel Leigh""",|
389,AdL20,Lolita,Suzanne Shepherd,\Und,Miss Pratt,|
390,ADr10,The Love-Ins,Richard Todd,\Und,"hippie professor ""Timothy Leary, assassinated""",|
391,ADr10,The Love-Ins,Susan Oliver,\Und,"trips, gets pregnant, abandoned",|
392,ADr10,The Love-Ins,James MacArthur,\Und,"ex-boyfriend, publisher, revenges",|
393,ADr10,The Love-Ins,Joe Pyne,\Und,"show host ""Joe Pyne""",|
394,ADr10,The Love-Ins,Mark Goddard,\Und,und,|
395,ADr10,The Love-Ins,The Chocolate Watchband,\Grp,und,|
396,ADr10,The Love-Ins,New Age,\Grp,und,|
397,ADT9,Dark Waters,Merle Oberon,\Und,und,|
398,ADT9,Dark Waters,Franchot Tone,\Und,und,|
399,ADT9,Dark Waters,Elisha Cook~jr.,\Und,und,|
400,ADT12,Ramrod,Veronica Lake,\Und,predatory lady rancher,|
401,ADT12,Ramrod,Joel McCrae,\Und,tough foreman,|
402,ADT12,Ramrod,Preston Foster,\Und,und,|
403,ADT12,Ramrod,Charles Ruggles,\Und,und,|
404,ADT12,Ramrod,Donald Crisp,\Und,und,|
405,ADT12,Ramrod,Arleen Wheelan,\Und,und,|
406,ADT12,Ramrod,Lloyd Bridges,\Und,und,|
407,T:House of Wax,Vincent Price,\Und,"R:scarred museum owner, sculptor",|,
408,ADT18,House of Wax,Frank Lovejoy,\Und,und,|
409,ADT18,House of Wax,Phyllis Kirk,\Und,tourist,|
410,ADT18,House of Wax,Charles Buchinsky,\Und,und,
411,ADT18,House of Wax,Carolyn Jones,\Und,und,|
412,ADv10,Above the Law,Stephen Seagal,\Und,tough cop,|
413,ADv12,Code of Silence,Chuck Norris,\Und,und,|
414,ADv14,The Package,Tommy Lee Jones,\Und,und,|
415,ADv15,Under Siege,Stephen Seagal,\Und,embittered commander,|
416,ADv15,Under Siege,Tommy Lee Jones,\Und,"RZ:renegade CIA agent, takes over battleship ""Strannix""",Er(Seagal)
417,ADv17,The Fugitive,Jeroen Krabbe,\Vil,"one-armed murderer ""Charles Nichols""",|
418,ADv17,The Fugitive,Julianne Moore,\Und,und,|
419,ADv22,A Perfect Murder,Michael Douglas,\Sus,"revenging husband ""Steve Tayylor""",|<
420,ADv22,A Perfect Murder,Gwyneth Paltrow,\Vic,"glamorous, straying rich wife ""Emily""",|
421,ADv22,A Perfect Murder,Viggo Mortensen,\Und,"hitman, lover ""David Shaw""",|
422,ADv22,A Perfect Murder,David Suchet,\Agt,detective,|
423,ADv22,A Perfect Murder,Sarita Choudhury,\Und,Emily's friend,|
424,ADw5,Maiden and Men,Pauline Bush,\Und,und,|
425,ADw6,Their Hero Son,J.Warren Kerrigan,\Und,RZ:no-good son,|
426,ADw6,Their Hero Son,Jack Richardson,\Und,RZ:thoughtful cowboy,|
427,ADw6,Their Hero Son,George Periolat,\Und,und,|
428,ADw17,Robin Hood,Douglas Fairbanks,\Her,"hero ""Robin Hood""",|
429,ADw17,Robin Hood,Wallace Beery,\Rul,"king ""Richard the Lionhearted""",|
430,ADw17,Robin Hood,s a,\Agn,sheriff of Nottingham,|
431,ADw17,Robin Hood,s a,\Vil,"evil prince ""John""",|
432,ADw17,Robin Hood,Alan Hale,\Sdk,"rogue ""Little John""",|
433,ADw17,Robin Hood,Enid Bennett,\Und,"maid ""Marian""",|
434,ADw22,The Iron Mask,Douglas Fairbanks~sr,\Und,"prince, prisoner",|
435,ADw22,The Iron Mask,Walter Abel,\Und,D'Artagan,|
436,ADw22,The Iron Mask,Margot Grahame,\Und,Milady,|
437,ADw22,The Iron Mask,Miles Mander,\Rul,king,|
438,ADw27,Manhandled,Gloria Swanson,\Und,und,|
439,ADw27,Manhandled,Tom Moore,\Und,inventor boyfriend,|
440,ADw27,Manhandled,Frank Morgan,\Und,rich couturier,|
441,ADw27,Manhandled,Lilyan Tashman,\Und,und,|
442,ADw27,Manhandled,Ian Keith,\Und,und,|
443,ADw27,Manhandled,Paul McAllister,\Und,und,|
444,ADw27,Manhandled,Arthur Houseman,\Und,und,|
445,ADw27,Manhandled,Ann Penningtin,\Und,und,|
446,ADw35,Heidi,Shirley Temple,\Und,orphan,|
447,ADw35,Heidi,Jean Hersholt,\Und,und,|
448,ADw35,Heidi,Arthur Treacher,\Und,crusty grandfather,|
449,ADw35,Heidi,Helen Westley,\Und,und,|
450,ADw35,Heidi,Pauline Moore,\Und,und,|
451,ADw35,Heidi,Mary Nash,\Und,und,|
452,ADw35,Heidi,Thomas beck,\Und,und,|
453,ADw35,Heidi,Sidney Blackmer,\Und,und,|
454,ADw35,Heidi,Mady Christians,\Und,und,|
455,ADw35,Heidi,Sig Rumann,\Und,und,|
456,ADw35,Heidi,Marcia Mae,\Und,und,|
457,ADw35,Heidi,Christian Rub,\Und,und,|
458,ADw40,Rebecca of Sunnybrook Farm,Shirley Temple,\Und,child radio singer,|
459,ADw40,Rebecca of Sunnybrook Farm,Randolph Scott,\Und,und,|
460,ADw40,Rebecca of Sunnybrook Farm,Jack Haley,\Und,und,|
461,ADw40,Rebecca of Sunnybrook Farm,Gloria Stuart,\Und,farming aunt,|
462,ADw40,Rebecca of Sunnybrook Farm,Phyllis Brooks,\Und,und,|
463,ADw40,Rebecca of Sunnybrook Farm,Helen Westlet,\Und,und,|
464,ADw40,Rebecca of Sunnybrook Farm,Slim Summerville,\Und,und,|
465,ADw40,Rebecca of Sunnybrook Farm,Bojangles Robinson,\Und,und,|
466,ADw41,Suez,Tyrone Power,\Und,canal builder,|
467,ADw41,Suez,Annabelle,\Und,empress,|
468,ADw41,Suez,Loretta Young,\Und,und,|
469,ADw41,Suez,J. Edward Bromberg,\Und,und,|
470,ADw41,Suez,Joseph Schildkraut,\Und,und,|
471,ADw41,Suez,Henry Stephenson,\Und,und,|
472,ADw41,Suez,Sidney Blackmer,\Und,und,|
473,ADw41,Suez,Maurice Moscovitch,\Und,und,|
474,ADw41,Suez,Sig Rumann,\Und,und,|
475,ADw41,Suez,Nigel Bruce,\Und,und,|
476,ADw41,Suez,Miles Mander,\Und,und,|
477,ADw41,Suez,George Zucco,\Und,und,|
478,ADw41,Suez,Leon Ames,\Und,und,|
479,ADw41,Suez,Rafaela Ottiano,\Und,und,|
480,ADw41,Suez,Brandon Hurst,\Und,"composer ""Liszt""",|
481,ADw45,The Three Musketeers,Don Ameche,\Und,"D'Artagan, sings",|
482,ADw45,The Three Musketeers,The Ritz~Brothers,\Und,"fake fighters, sing",|
483,ADw45,The Three Musketeers,Binnie Barnes,\Und,"girl ""Lady DeWinter""",|
484,ADw45,The Three Musketeers,Joseph Schildkraut,\Und,und,|
485,ADw45,The Three Musketeers,Lionel Atwill,\Und,und,|
486,ADw45,The Three Musketeers,Gloria Stuart,\Und,Milady,|
487,ADw45,The Three Musketeers,Miles Mander,\Rul,king,|
488,ADw52,Around the World,Kay Kyser,\Und,band leader,|
489,ADw52,Around the World,Ish Kabibble,\Und,und,|
490,ADw52,Around the World,Ginny Simms,\Und,und,|
491,ADw52,Around the World,Joan Davis,\Und,und,|
492,ADw52,Around the World,Mischa Auer,\Und,und,|
493,ADw60,Sands of Iwo Jima,John Wayne,\Und,"sergeant ""Stryker""",AAN
494,ADw60,Sands of Iwo Jima,John Agar,\Und,"marine, raises flag",|
495,ADw60,Sands of Iwo Jima,Forrest Tucker,\Und,"private, raises flag",|
496,ADw60,Sands of Iwo Jima,Artur Franz,\Und,"corporal, raises flag",|
497,ADw60,Sands of Iwo Jima,Julie Bishop,\Und,prostitute,|
498,ADw60,Sands of Iwo Jima,Wally Cassell,\Und,und,|
499,ADw60,Sands of Iwo Jima,Richard Jaecker,\Und,und,|
500,ADw60,Sands of Iwo Jima,Richard Webb,\Und,und,|
501,ADw70,Cattle Queen of Montana,Barbara Stanwyk,\Her,heroic ranch owner,|
502,ADw70,Cattle Queen of Montana,Ronald Reagan,\Agn,undercover govermant agent,|
503,ADw70,Cattle Queen of Montana,Gene Evans,\Und,und,|
504,ADw70,Cattle Queen of Montana,Lance Fuller,\Und,und,|
505,ADw70,Cattle Queen of Montana,Anthony Caruso,\Und,und,|
506,ADw70,Cattle Queen of Montana,Jack Elam,\Und,und,|
507,ADw72,Passion,Cornel Wilde,\Und,revenging Mexican cowboy,|
508,ADw72,Passion,Yvonne deCarlo,\Und,"wife, murdered",|
509,ADw72,Passion,Yvonne deCarlo,\Und,younger sister of wife,|
510,ADw72,Passion,Raymond Burr,\Und,und,|
511,ADw72,Passion,Lon Chaney~jr,\Und,und,|
512,ADw72,Passion,Rodolfo Acosta,\Und,und,|
513,ADw72,Passion,John Qualen,\Und,und,|
514,ADw72,Passion,Anthony Caruso,\Und,terrorist,|
515,ADw72,Passion,Frank deKova,\Und,und,|
516,ADw75,Tennessee's Partner,John Payne,\Und,gambler,|
517,ADw75,Tennessee's Partner,Ronald Reagan,\Und,shooting cowboy,|
518,ADw75,Tennessee's Partner,Coleen Gray,\Und,golddigger,|
519,ADw75,Tennessee's Partner,Rhonda Fleming,\Und,"night-club owner, marries gambler",|
520,ADw75,Tennessee's Partner,Anthony caruso,\Und,und,|
521,ADw75,Tennessee's Partner,Morris Ankrum,\Und,und,|
522,ADw75,Tennessee's Partner,Leo Gordon,\Und,und,|
523,ADw75,Tennessee's Partner,Myron Healey,\Und,und,|
524,ADw75,Tennessee's Partner,Joe Devlin,\Und,und,|
525,ADw75,Tennessee's Partner,John Mansfield,\Und,und,|
526,ADw78,Pearl of the South Pacific,Virginia Mayo,\Und,"thief, disguised as missionary, stays",|
527,ADw78,Pearl of the South Pacific,Dennis Morgan,\Und,"thief, converts, stayssr",|
528,ADw78,Pearl of the South Pacific,David Farrar,\Und,"thief, killed",|
529,ADw78,Pearl of the South Pacific,Murvyn Vye,\Und,native chief,|
530,ADw78,Pearl of the South Pacific,Lance Fuller,\Und,und,|
531,ADw78,Pearl of the South Pacific,Basil Ruysdael,\Und,und,|
532,ADw78,Pearl of the South Pacific,Lisa Montell,\Und,jealous native girl,|
533,ADw80,Slightly Scarlet,Arlene Dahl,\Und,ex-con sister,|
534,ADw80,Slightly Scarlet,Rhonda Fleming,\Und,dynamic sister,|
535,ADw80,Slightly Scarlet,John Payne,\Und,corrupt mayor,|
536,ADw80,Slightly Scarlet,Kent Taylor,\Und,lover of both sisters,|
537,ADx1,De Man Die Zijn Haar Kort Liet Knippen,Senne Roufaer,\Psy,"teacher, falls for student, fantasizes her confession of a wanton life to Govert, shoots at her, committed ""Govert Miereveld""",|
538,ADx1,De Man Die Zijn Haar Kort Liet Knippen,Beata Tyskiewicz,\Und,"student, becomes actress, seen later on TV ""Frannny Veen""",|
539,ADx1,De Man Die Zijn Haar Kort Liet Knippen,Luc Phillips,\Und,RZ:talkative barber,|
540,ADx1,De Man Die Zijn Haar Kort Liet Knippen,s a,\Und,"previous teacher, Fran's lover ""Rechter""",|
541,ADx1,De Man Die Zijn Haar Kort Liet Knippen,s a,\Und,coroner,|
542,ADx1,De Man Die Zijn Haar Kort Liet Knippen,s a,\Und,coroner's assistent,|
543,ADx11,De Man Die Zijn Haar Kort Liet Knippen,s a,\Und,"Govert's patient wife ""Corra""",|
544,ADx11,De Man Die Zijn Haar Kort Liet Knippen,s a,\Und,"Govert's daughter ""Cathy""",|
545,ADx11,De Man Die Zijn Haar Kort Liet Knippen,Arletta Emery,\Und,RZ:stiff school secretary,|
546,ADx12,"Un Soir, Un Train",Ives Montand,\Und,"Flemish academic, leaves train, enters sureal world ""Mathias""",|
547,ADx12,"Un Soir, Un Train",Anouk Aimee,\Und,"costume designer, live-in love, estranged, killed in train wreck ""Anne""",|
548,ADx13,Rendevous at Bray,Mathieu Carriere,\Und,"pianist, invited by Jaques ""Julien""",|
549,ADx13,Rendevous at Bray,Daniel Delorme,\Und,"estranged friend ""Jaques""",|
550,ADx13,Rendevous at Bray,Bulle Ogier,\Und,Jaques' and Julien's former mistress,|
551,ADx13,Rendevous at Bray,Anna Karina,\Und,enigmatic woman alone at Jaques' estate,|
552,ADx14,Belle,JeanLuc Bideau,\Und,"writer ""Mathieu""",|
553,ADx14,Belle,s a,\Und,"writer's daughter, to be married",|
554,ADx14,Belle,Adriana Bogdan,\Und,"fantasy woman encountered on train ""Belle""",|
555,ADx14,Belle,s a,\Und,"Belle's companion, murdered in fantasy",|
556,ADx14,Belle,Daniele Delorme,\Und,RZ:wife,|
557,ADx25,Met Deric Bouts,s a,\Und,actor depicting Christ at the last supper,|
558,ADx30,Een Vrouw tussen Hond en Wolf,MarieChristine Barrault,\Und,"Belgium wife ""Lieve""",|
559,ADx30,Een Vrouw tussen Hond en Wolf,Rutger Hauer,\Und,"husband, French nationalist, collaborator",|
560,ADx30,Een Vrouw tussen Hond en Wolf,Roger vanHool,\Und,"French-speaking resistance leader, sheltered, Lieve's lover",|
561,ADx37,Benvenuta,Fanny Ardant,\Und,"fictional beautiful Swedish musician ""Benvenuta""",|
562,ADx37,Benvenuta,Mathieu Carriere,\Und,"writer, created Benvenuta ""Francois""",|
563,ADx37,Benvenuta,Francoise Fabian,\Und,"older writer ""Jeanne V.""",|
564,ADx37,Benvenuta,Vittorio Gassman,\Und,"Benvenuta's Neapolitain lover ""Livio""",|
565,ADx39,Babel Opera,s a,\Und,"filmmaker, stages Don Giovanni in Belgium",|
566,ADx39,Babel Opera,Jaques Sojcher,\Und,"RZ:villain ""Don Giovanni""",|
567,ADx39,Babel Opera,Denise Debbaut,\Und,und,|
568,ADx45,L'Oevre au Noir,GianMaria Volonte,\Und,"alchemist, doctor, denounced, returns ""Zeno Ligre""",|
569,ADz10,Zebrahead,Michael Rappaport,\Und,"nice Jewish boy, loves Nikki, puerile ""Zack""",|
570,ADz10,Zebrahead,NBushe Wright,\Und,"beauty ""Nikki""",|
571,ADz10,Zebrahead,DeShonn Castle,\Und,"rapper, Nikki's cousin ""Dee""",|
572,ADz10,Zebrahead,Paul Butler,\Und,"Dee's father, resents whites",|
573,ADz10,Zebrahead,Ray Sharkey,\Und,"Zack's father, insensitive|",
574,ADz10,Zebrahead,Ron Johnson,\Und,"Nikki's new love, trouble",|
575,ADz15,Imaginary Crimes,Harvey Keitel,\Und,bogus mine operator,|
576,ADz15,Imaginary Crimes,Fairuza Balk,\Und,daughter,|
577,ADz15,Imaginary Crimes,Elisabeth Moss,\Und,daughter,|
578,ADz15,Imaginary Crimes,Kelly Lynch,\Und,mother),|
579,AEG25,The Ghost Breaker,Wallace Reid,\Und,ghost buster,|
580,AEG25,The Ghost Breaker,Lila Lee,\Und,spanish heiress,|
581,AEG25,The Ghost Breaker,Walter Heirs,\Und,black servant,|
582,AEG25,The Ghost Breaker,Arthur Edmund Carewe,\Und,und,|
583,AEG25,The Ghost Breaker,J.Farrell MacDonald,\Und,und,|
584,AEG25,The Ghost Breaker,Snitz Edwards,\Und,und,|
585,AEG37,Baby Face,Barbara Stanwyck,\Und,seductive,|
586,AEG37,Baby Face,Nat Pendleton,\Und,tough,|
587,AEG41,Dangerous,Bette Davis,\Und,mother goddam,AA
588,AEG41,Dangerous,Franchot Tone,\Und,und,|
589,AEG41,Dangerous,Margaret Lindsay,\Und,und,|
590,AEG41,Dangerous,Alison Skipworth,\Und,und,|
591,AEG41,Dangerous,John Eldridge,\Und,und,|
592,AEG41,Dangerous,Dick Foran,\Und,und,|
593,AEG50,The Gracie Allen Murder Case,Gracie Allen,\Und,und,|
594,AEG50,The Gracie Allen Murder Case,Warren Williams,\Und,"detective ""Philo Vance""",|
595,AEG50,The Gracie Allen Murder Case,Donald McBride,\Und,und,|
596,AEG50,The Gracie Allen Murder Case,Kent Taylor,\Und,und,|
597,AEG50,The Gracie Allen Murder Case,Ellen drew,\Und,und,|
598,AEG50,The Gracie Allen Murder Case,H.B. Warner,\Und,und,|
599,AEG50,The Gracie Allen Murder Case,Horace MacMahon,\Und,und,|
600,AEG50,The Gracie Allen Murder Case,William Demarest,\Und,und,|
601,AEG60,The Jolson Story,Larry Parks,\Und,"cantor's son, becomes singer ""Al Jolson""",|
602,AEG60,The Jolson Story,Al Jolson,\Voi,"singer, voice only",|
603,AEG60,The Jolson Story,William Demarest,\Und,"mentor, partner, manager",AAN
604,AEG60,The Jolson Story,Evelyn Keyes,\Und,"wife, breaks up",|
605,AEG60,The Jolson Story,Ludwig Donath,\Und,und,|
606,AEG60,The Jolson Story,Tamara Shayne,\Und,und,|
607,AEG60,The Jolson Story,Bill Goodwin,\Und,und,|
608,AEG60,The Jolson Story,Scotty Beckett,\Und,und,|
609,AEG60,The Jolson Story,John Alexander,\Und,und,|
610,AEG70,The Eddie Cantor Story,Keefe Brasselle,\Und,"singer, entertainer ""Eddie Cantor""",|
611,AEG70,The Eddie Cantor Story,Eddie Cantor,"\Cam,\Voi",singer,|
612,AEG70,The Eddie Cantor Story,Marllyn Erskine,\Und,und,|
613,AEG70,The Eddie Cantor Story,Aline MacMahon,\Und,und,|
614,AEG70,The Eddie Cantor Story,Arthur Franz,\Und,und,|
615,AEG70,The Eddie Cantor Story,Alex Gerry,\Und,und,|
616,AEG70,The Eddie Cantor Story,Gerald Mohr,\Und,und,|
617,AEG70,The Eddie Cantor Story,William Forrest,\Und,"impresario ""Zoegfeld""",|
618,AEG70,The Eddie Cantor Story,Will Rogers jr.,\Und,"entertainer ""Will Rogers""",|
619,AES10,Putting Pants on Philip,Oliver Hardy,\Rul,"American uncle ""Piedmont""",|
620,AES10,Putting Pants on Philip,Stan Laurel,\Inn,"Scotish nephew in kilt ""Philip""",|
621,AES10,Putting Pants on Philip,s a,\Agn,policeman,|
622,AES11,It's the Old Army Game,W.C. Fields,\Und,und,|
623,AES11,It's the Old Army Game,Louise Brooks,\Und,und,|
624,AES70,Diamond Jim,Edward Arnold,\Und,fat millionaire,|
625,AES70,Diamond Jim,Jean Arthur,\Und,"beloved ""Lillian Russell""",|
626,AES70,Diamond Jim,Binnie Barnes,\Und,und,|
627,AES70,Diamond Jim,Cesar Romero,\Und,und,|
628,AES70,Diamond Jim,Eric Blore,\Und,und,|
629,AES80,The Flying Deuces,Oliver Hardy,\Und,und,|
630,AES80,The Flying Deuces,Stan Laurel,\Und,und,|
631,AES80,The Flying Deuces,Jean Parker,\Und,und,|
632,AES80,The Flying Deuces,Reginald Gardiner,\Und,und,|
633,AES85,The Invisible Woman,John Barrymore,\Und,scientist,
634,AES85,The Invisible Woman,Viriginia Bruce,\Und,"model, disappears",|
635,AES85,The Invisible Woman,John Howard,\Und,boyfriend,|
636,AES85,The Invisible Woman,Charlie Ruggles,\Und,butler,|
637,AES85,The Invisible Woman,Margaret Hamilton,\Und,housekeeper,|
638,AES85,The Invisible Woman,Thurston Hall,\Und,"RZ:inventor, professor",|
639,AES85,The Invisible Woman,Oscar Homolka,\Und,crook,|
640,AES85,The Invisible Woman,Mary Gordon,\Und,und,|
641,AES85,The Invisible Woman,Charles Lane,\Und,RZ:playboy,|
642,AES85,The Invisible Woman,Ed Brophy,\Und,RZ:mean boss,|
643,AES85,The Invisible Woman,Maria Montez,\Und,model,|
644,AES85,The Invisible Woman,Shemp Howard,\Und,und,|
645,AES85,The Invisible Woman,Judith Anderson,\Und,mean lady,
646,AES90,One Night in the Tropics,Allan Jones,\Und,und,|
647,AES90,One Night in the Tropics,Nancy Kelly,\Und,marries,|
648,AES90,One Night in the Tropics,Bud Abbott,\Und,und,Nt(first on film)
649,AES90,One Night in the Tropics,Lou Costello,\Und,und,Nt(first on film)
650,AES90,One Night in the Tropics,Bob Cummings,\Und,und,|
651,AES90,One Night in the Tropics,Leo Carillo,\Und,und,|
652,AES90,One Night in the Tropics,Peggy Moran,\Und,und,|
653,AES90,One Night in the Tropics,Mary Boland,\Und,und,|
654,AES100,Follow the Boys,George Raft,\Und,und,|
655,AES100,Follow the Boys,Vera Zorina,\Und,und,|
656,AES100,Follow the Boys,Charley Grapwin,\Und,und,|
657,AES100,Follow the Boys,Grace MacDonald,\Und,und,|
658,AES100,Follow the Boys,Charles Butterworth,\Und,und,|
659,AES100,Follow the Boys,George Macready,\Und,und,|
660,AES100,Follow the Boys,Elizabeth Patterson,\Und,und,|
661,AES100,Follow the Boys,Orson Welles,\Cam,und,|
662,AES100,Follow the Boys,Marlene Dietrich,\Cam,und,|
663,AES100,Follow the Boys,Jeanette MacDonald,\Cam,und,|
664,AES100,Follow the Boys,Dinah Shore,\Cam,und,|
665,AES100,Follow the Boys,W.C. Fields,\Und,und,|
666,AES100,Follow the Boys,The Andrews~Sisters,\Cam,und,|
667,AES100,Follow the Boys,Sophie Tucker,\Cam,und,|
668,AES100,Follow the Boys,Artur Rubinstein,\Cam,und,|
669,AEy20,Calendar,Atom Egoyan,\Und,"photographer, visits homeland",|
670,AEy20,Calendar,Arsinee Khanjian,\Und,"photographer's love, translator, falls for guide",|
671,AEy20,Calendar,Ashot Adamian,\Und,native guide,|
672,AEy22,Exotica,Bruce Greenwood,\Und,und,|
673,AEy22,Exotica,Mia Kirshner,\Und,und,|
674,AEy22,Exotica,Don McKellar,\Und,und,|
675,AEy22,Exotica,Elias Koteas,\Und,und,|
676,AEy25,The Sweet Hereafter,Ian Holm,\Und,"negligence lawyer ""Mitchell Stephens""",|
677,AEy25,The Sweet Hereafter,Bruce Greenwood,\Und,"wary mechanic, has lost daughter in crash",|
678,AEy25,The Sweet Hereafter,Caerthan Banks,\Und,"lawyer's daughter, addict",|
679,AEy25,The Sweet Hereafter,Gabrielle Rose,\Und,bus driver,|
680,AEy25,The Sweet Hereafter,Alberta Watson,\Und,lawyer's whiney love,|
681,AEy25,The Sweet Hereafter,Sarah Polley,\Und,paralyzed victim,|
682,AfA10,Like Water for Chocolate,Lumi Cavazos,\Und,"passionate, culinary sorceress ""Tita""",|
683,AfA10,Like Water for Chocolate,Marco Leonardo,\Und,lover,|
684,AfA10,Like Water for Chocolate,Regina Torre,\Und,merciless mother,|
685,AfA10,Like Water for Chocolate,s a,\Und,"older sister, married by love",|
686,AfA10,Like Water for Chocolate,s a,\Und,"oldest sister, becomes revolutionary ""Gertrudis""",|
687,AfA10,Like Water for Chocolate,s a,\Und,"doctor, loves Tita selflessly",|
688,AfA10,Like Water for Chocolate,Teodoro Bastida,\Und,revolutionary,|
689,AfA10,Like Water for Chocolate,s a,\Und,"sister's daughter ""Esperanza""",|
690,AFl10,Threesome,Lara Flynn Boyle,\Und,"coed assigned to male dorm ""Alex""",|
691,AFl10,Threesome,Stephen Baldwin,\Und,"student, heterosexual",|
692,AFl10,Threesome,Josh Charles,\Und,"student, unsure",|
693,AHa10,The Lion in Winter,Katherine Hepburn,\Und,"loved. leaves ""Eleanor of Acquitaine""",AA
694,AHa10,The Lion in Winter,Peter OToole,\Und,"king ""Henry II""",AAN
695,AHa10,The Lion in Winter,Anthony Hopkins,\Und,"RZ:archbishop ""Becket""",Nt(debut)
696,AHa10,The Lion in Winter,Jane Merrow,\Und,und,|
697,AHa10,The Lion in Winter,John Castle,\Und,und,|
698,AHa10,The Lion in Winter,Nigel Terry,\Und,und,|
699,AHa10,The Lion in Winter,Timothy Dalton,\Und,und,|
700,AGi10,Kadosh,Yael Abecassis,\Und,"orthodox Jewish woman, seeking freedom",|
701,AGi10,Kadosh,Meitel Barda,\Und,"sister, seeking freedom",|
702,AHo1,Candystripe Nurses,Candice Rialson,\Und,manipulative,|
703,AHo1,Candystripe Nurses,Maya Rojo,\Und,savior,|
704,AHo1,Candystripe Nurses,Carlos Judd,\Und,RZ:robbery suspect,|
705,AHo1,Candystripe Nurses,Robin Mattson,\Und,"nice girl, falls for jock",|
706,AHo1,Candystripe Nurses,John Hudson,\Sci,RZ:doctor,|
707,AG20,Napoleon,Albert Dieudonne,\Und,"general, emperor",|
708,AG20,Napoleon,Antonin Artaud,\Und,und,|
709,AG20,Napoleon,Pierre Batcheff,\Und,und,|
710,AG20,Napoleon,Conrad Veidt,\Psy,"marquis ""deSade""",|
