,Title,Year,Director,Production,Studio,Genre,Award
363,"Fahrten und F\""ahrten",1926,Schomburgk,Schomburgk,SU:,Documentary,
364,Verlorenes Land,1926,Schomburgk,Schomburgk,SU:,Documentary,
365,Das Letzte Paradis,1932,Schomburgk,Schomburgk,SU:,Documentary,
366,Die Wildnis Stribt,1933,Schomburgk,Schomburgk,SU:,Documentary,
367,"Fauen, Masken, und Dam\""onen",1948,Schomburgk,Schomburgk,SU:,Documentary,
368,Abschied von Afrika,1956,Schomburgk,Schomburgk,SU:,Documentary,
369,The Student of Prag,1913,Wegener,PN:,SU:,Ctxx,aw
370,"R\""ubezahls Hochzeit",1916,Wegener,PN:,SU:,Ctxx,aw
371,"Der Rattenf\""anger von Hameln",1918,Wegener,PN:,SU:,Ctxx,aw
372,Der Golem,1920,Wegener,PN:,UFA,Ctxx,aw
373,Tarzan the Ape Man,1913,Unknown42,PN:,SU:,Advt,aw
374,Romance of Tarzan,1918,Unknown42,PN:,SU:,Advt,aw
375,Return of Tarzan,1920,Unknown42,PN:,SU:,Advt,aw
376,Son of Tarzan,1920,Unknown42,PN:,SU:,Advt,aw
377,Adventures of Tarzan,1921,Unknown42,PN:,SU:,Advt,aw
378,Tarzan and the Golden Lion,1927,Unknown42,PN:,SU:,Advt,aw
379,Tarzan the Mighty,1928,Unknown42,PN:,SU:,Advt,aw
380,The Memory of the Other,1914,DegliAbbati,PN:,Aristica Gloria,Comedy,aw
381,The Duped Journalist,1914,A.Korda,PN:,Hungary,Ctxx,aw
382,The Man with the Golden Touch,1918,A.Korda,PN:,SU:,Ctxx,aw
383,The Prince and the Pauper,1920,A.Korda,PN:,SU:,Ctxx,aw
384,The Private Life of Helen of Troy,1927,A.Korda,PN:,SL:USA,,
385,Her Private Life,1929,A.Korda,PN:,SL:USA,Ctxx,aw
386,The Princess and the Plumber,1931,A.Korda,PN:,SL:USA,,
387,Marius,1931,A.Korda,PN:,Paris,Drama,
388,The Private Life of Henry VIII,1933,A.Korda,A.Korda,England,,
389,The Girl from Maxim's,1933,A.Korda,A.Korda,England,Ctxx,aw
390,The Private Life of Don Juan,1934,A.Korda,A.Korda,England,Drama,aw
391,Rembrandt,1936,A.Korda,A.Korda,London Films,Ctxx,aw
392,That Hamilton Woman,1941,A.Korda,,"London Films, Goldwyn","Romantic,Bio-Pic",[47]
393,Making A Living,1914,Chaplin,PN:,SU:,Drama,aw
394,The Tramp,1915,Chaplin,,Mutual,Drama,H*
395,Shangheid,1916,Chaplin,PN:,SU:,Comedy,
396,A Night at the Show,1916,Chaplin,PN:,SU:,Comedy,
397,The Immigrant,1917,Chaplin,,Mutual,Comedy,
398,The Adventurer,1917,Chaplin,PN:,Mutual,,H***
399,A Dog's Life,1918,Chaplin,Chaplin,First National,Comedy,H*
400,Shoulder Arms,1918,Chaplin,Chaplin,First National,Drama,
401,The Kid,1920,Chaplin,Chaplin,First National,Drama,H***
402,Shoulder Arms,1922,Chaplin,Chaplin,First National,Drama,
403,The Gold Rush,1925,Chaplin,Chaplin,SU:,Drama,"NFR, H***"
404,The Circus,1927,Chaplin,Chaplin,U.A.,Comedy,"AAN, H*"
405,City Lights,1931,Chaplin,Chaplin,U.A.,,"H***, CC\#10"
406,Modern Times,1936,Chaplin,Chaplin,SL:USA,,H***
407,The Great Dictator,1940,Chaplin,Chaplin,U.A.,Comedy,"F48, H**, AAN"
408,The Gold Rush,1942,Chaplin,Chaplin,Republic,,"F25, H***"
409,Monsieur Verdoux,1947,Chaplin,Chaplin,SU:,Comedy,aw
410,Limelight,1952,Chaplin,PN:,SU:,Drama,aw
411,A King in New York,1957,Chaplin,PN:,England,Ctxx,aw
412,A Countess from HongKong,1966,Chaplin,PN:,England,Ctxx,aw
413,La donna nuda,1914,Gallone,PN:,Cines,Comedy,aw
414,Malombra,1917,Gallone,PN:,Cines,Ctxx,aw
415,Maman poupee,1920,Gallone,PN:,Olympus,Ctxx,aw
416,Fabiola,1923,Gallone,PN:,SU:,Epic,aw
417,Mesalina,1924,,Gallone,SU:,Epic,aw
418,Quo Vadis,1925,Gallone,PN:,SU:,Epic,aw
419,The Last Days of Pompeii,1926,Gallone,PN:,S.A. Grandi,Epic,aw
420,Pawns of Passion,1928,Gallone,Gallone,SU:,Ctxx,aw
421,Madame Butterfly,1939,Gallone,PN:,SU:,Ctxx,aw
422,Manon Lescaut,1940,Gallone,PN:,SU:,Ctxx,aw
423,La Traviata,1947,Gallone,PN:,SU:,Ctxx,aw
424,Faust and the Devil,1949,Gallone,PN:,SU:,Ctxx,aw
425,La Forza del Destino,1951,Gallone,PN:,SU:,Ctxx,aw
426,Tosca,1956,Gallone,PN:,SU:,Ctxx,aw
427,Michel Strogoff,1959,Gallone,PN:,SU:,Ctxx,aw
428,Cathage in Flames,1959,Gallone,PN:,SU:,Ctxx,aw
429,Carmen di Travestere,1962,Gallone,PN:,SU:,Drama,aw
430,The Spoilers,1914,C.Campbell,Selig,SU:,,
431,Der Stolz der Firma,1914,Wilhelm,PN:,Union,Comedy,aw
432,In The Land of the War Canoes,1914,E.Curtis,PN:,SU:,"Documentary,Drama",aw
433,Schuhpalast Pinkus,1915,Lubitsch,PN:,Union,Comedy,aw
434,Wenn Vier Dasselbe Tun,1917,Lubitsch,PN:,Union,Comedy,aw
435,"Ein Fideles Gef\""angnis",1918,Lubitsch,PN:,Union,Comedy,aw
436,Die Augen der Mumie Ma,1918,Lubitsch,PN:,Union SD:UFA,Drama,aw
437,Gipsy Blood,1918,Lubitsch,PN:,UFA,Drama,aw
438,Meyer in Berlin,1919,Lubitsch,,SU:,Comedy,
439,Die Austernprinzessin,1919,Lubitsch,,Union SD:UFA,Drama,
440,Madame Dubarry,1919,Lubitsch,,Union SD:UFA,Drama,H**
441,Die Puppe,1919,Lubitsch,PN:,Union SD:UFA,Ctxx,aw
442,Romeo und Julia im Schnee,1920,Lubitsch,PN:,Meester Film,Comedy,aw
443,"Kohliesel's T\""ochter",1920,Lubitsch,PN:,Meester Film,Comedy,aw
444,"Ich M\""ochte Kein Mann Sein",1920,Lubitsch,PN:,Union SD:UFA,Comedy,aw
445,Sumurun,1920,Lubitsch,PN:,Union SD:UFA,Drama,aw
446,Anna Boleyn,1920,Lubitsch,PN:,"Union, Meester, SD:UFA, Paramount",Drama,aw
447,Die Bergkatze,1921,Lubitsch,,Union SD:UFA,Drama,
448,Das Weib des Pharao,1922,Lubitsch,PN:,Lubitsch Film SD:UFA,Drama,aw
449,Die Flamme,1923,Lubitsch,Lubitsch,"Lubitsch Film, EFA SD:UFA",Drama,aw
450,Rosita,1923,Lubitsch,PN:,US,Ctxx,aw
451,The Marriage Circle,1924,Lubitsch,PN:,Warners,Romantic,H**
452,Forbidden Paradise,1924,Lubitsch,PN:,Paramount,"Romantic,Bio-Pic",
453,Lady Windermere's Fan,1925,Lubitsch,PN:,SU:,Comedy,
454,The Student Prince,1927,Lubitsch,,MGM,Romantic,aw
455,The Patriot,1928,Lubitsch,PN:,SU:,Ctxx,
456,The Love Parade,1929,Lubitsch,"Zukor, Lasky",Paramount,,"H**, AAN, AAN dir"
457,Paramount on Parade,1930,Lubitsch,PN:,Paramount,Musical,
458,Monte Carlo,1930,Lubitsch,PN:,Paramount,Musical,
459,The Smiling Luitenant,1931,Lubitsch,PN:,Paramount,Musical,
460,The Man I Killed,1932,Lubitsch,PN:,Paramount,,
461,One Hour With You,1932,Lubitsch,PN:,Paramount,"Romantic,Musical",
462,Trouble in Paradise,1932,Lubitsch,Lubitsch,Paramount,Romantic,H****
463,If I had a Million,1932,Lubitsch,PN:,Paramount,Ctxx,aw
464,Design For Living,1933,Lubitsch,PN:,Paramount,,
465,The Merry Widow,1934,Lubitsch,PN:,MGM,Musical,
466,Angel,1937,Lubitsch,PN:,Paramount,,
467,Bluebeard's Eighth Wife,1938,Lubitsch,PN:,Paramount,Comedy,
468,Ninotchka,1939,Lubitsch,Lubitsch,MGM,Romantic,"H***, AAN"
469,The Shop around the Corner,1940,Lubitsch,Lubitsch,MGM,Romantic,"F53, H**"
470,To Be or Not To Be,1942,Lubitsch,A.Korda,U.A.,Comedy,"F20,"
471,Heaven Can Wait,1943,Lubitsch,Lubitsch,Fox,Romantic,"AAN, AAN dir,H***"
472,Cluny Brown,1946,Lubitsch,PN:,Fox,Romantic,
473,Cabiria,1914,Fosco,PN:,Itala,"Drama,Epic,Actn",aw
474,Il Fuoco,1915,Fosco,PN:,Itala,Drama,aw
475,Tigre Reale,1916,Fosco,PN:,Itala,Drama,aw
476,Hedda Gabler,1919,Fosco,PN:,Itala,Drama,aw
477,The Italian,1914,R.Barker,Th.Ince,New York,Drama,aw
478,The Typhoon,1914,R.Barker,Th.Ince,New York,Drama,aw
479,Bluebeard's Seven Wives,1926,Santell,PN:,SU:,Drama,aw
480,The Sea Wolf,1930,Santell,PN:,SU:,Drama,aw
481,Body and Soul,1931,Santell,PN:,SU:,Drama,H
482,Daddy Long Legs,1931,Santell,PN:,Fox,Romantic,H*
483,Rebecca of Sunnybrook Farm,1932,Santell,,Fox,Drama,H
484,People Will Talk,1935,Santell,PN:,SU:,Comedy,H
485,Winterset,1936,Santell,PN:,SU:,Drama,aw
486,Our Leading Citizen,1939,Santell,PN:,SU:,Drama,aw
487,Betond the Blue Horizon,1942,Santell,PN:,SU:,Drama,aw
488,Jack London,1943,Santell,PN:,SU:,Bio-Pic,aw
489,The Hairy Ape,1944,Santell,PN:,SU:,Drama,aw
490,The Final Judgement,1915,Carewe,PN:,SU:,Ctxx,aw
491,The trail to Yesterday,1918,Carewe,PN:,SU:,Ctxx,aw
492,Rio Grande,1920,Carewe,PN:,SU:,Ctxx,aw
493,San of the Sahara,1924,Carewe,PN:,SU:,Ctxx,aw
494,Resurrection,1927,Carewe,PN:,SU:,Ctxx,aw
495,Ramona,1928,Carewe,PN:,SU:,Ctxx,aw
496,Evangeline,1929,Carewe,PN:,SU:,Ctxx,aw
497,The Girl of the Golden West,1929,Carewe,PN:,First National,Drama,
498,New Moon,1930,Carewe,PN:,SU:,Musical,
499,The Spoilers,1930,Carewe,PN:Lloyd Sheldon,Paramount,Advt,H*
500,Are We Civilized?,1934,Carewe,PN:,SU:,Ctxx,aw
501,Les Soeurs Ennemies,1915,Dulac,PN:,Delia,Ctxx,
502,Geo le Mysterieux,1916,Dulac,PN:,Delia,Ctxx,
503,Venus Victrix,1916,Dulac,PN:,Delia,Ctxx,
504,La Fete Espanole,1919,Dulac,PN:,SU:,Ctxx,
505,La Belle Dame Sans Merci,1920,Dulac,PN:,Delia,Ctxx,
506,La Souriante Madame Beudet,1923,Dulac,PN:,Delia,Ctxx,
507,La Coquille et le Clergyman,1926,Dulac,PN:,SU:,Surr,
508,Tennessee's Pardner,1915,Melford,PN:,Feature Play,Romantic,aw
509,Gentleman of Leisure,1915,Melford,PN:,Feature Play,Drama,aw
510,Pettigrew's Girl,1919,Melford,PN:,Paramount,Romantic,aw
511,The Sheik,1921,Melford,Lasky,Paramount,Romantic,aw
512,Dracula,1931,Melford,PN:Lasky,MCA,Horror,aw
513,The Light That Failed,1940,Melford,,Paramount,Drama,
514,Assunta Spina,1915,Serena,PN:,Ceasar,Drama,aw
515,The Woman of the Camelias,1915,Serena,PN:,Ceasar,Drama,aw
516,The Little Red Schoolhouse,1923,Adolfi,PN:,SU:,Ctxx,
517,The Phantom Express,1925,Adolfi,PN:,SU:,Ctxx,
518,Alexander Hamilton,1931,Adolfi,PN:,Warners,Bio-Pic,H
519,The Man Who Played God,1932,Adolfi,PN:,SU:,Ctxx,
520,Voltaire,1933,Adolfi,PN:,SU:,Bio-Pic,
521,Joyous Troublemakers,1920,G Edwards,PU:,SU:,Comedy,aw
522,Nero,1922,G Edwards,PU:,SU:,Historic,aw
523,Queen of Sheba,1922,G.Edwards,PU:,SU:,Epic,
524,It's the Law,1924,G Edwards,PU:,SU:,Drama,aw
525,Asphalt,1929,J.May,PN:,UFA,Drama,
526,Music in the Air,1934,J.May,PN:,US,Ctxx,aw
527,The House of Seven Gables,1940,J.May,PN:Burt Kelly,Universal,,H
528,Johnny Doen't Live Here Any More,1944,J.May,PN:,US,Ctxx,aw
529,The Corporal's Daughter,1915,L.West,PN:,Thomas Edison,Comedy,aw
530,Les Vampires,1915,Feuillade,PN:,Gaumont,Horror,aw
531,Fantomas,1916,Feuillade,PN:,Gaumont,Crim,aw
532,Judex,1917,Feuillade,PN:,Gaumont,RomCom,aw
533,The Thief of Bagdad,1924,Walsh,Fairbanks~sr,SU:,Advt,H***
534,What Price Glory,1926,Walsh,PN:,SU:,,
535,The Loves of Carmen,1927,Walsh,PN:,SU:,Comedy,
536,Sadie Thompson,1928,Walsh,PN:,SU:,,
537,The Man Who Came Back,1930,Walsh,PN:,Fox,,
538,The Big Trail,1930,Walsh,PN:,SU:,Ctxx,aw
539,The Yellow Ticket,1931,Walsh,PN:,SU:,Ctxx,aw
540,The Bowery,1933,Walsh,PN:Darryl F. Zanuck,20th Cent.,Drama,H***
541,The Roaring Twenties,1939,Walsh,PN:Hal B. Wallis,Warners,"Advt,Bio-Pic,Musical",H***
542,St.~Louis Blues,1939,Walsh,PN:,SU:,Musical,
543,They Drive by Night,1940,Walsh,PN:,Warners,,
544,High Sierra,1941,Walsh,PN:,SU:,RomCom,aw
545,They Died With Their Boots On,1941,Walsh,PN:Robert Fellows,Warners,Bio-Pic,H**
546,The Strawberry Blonde,1941,Walsh,PN:William Cagney,Warners,Romantic,H**
547,Manpower,1941,Walsh,PN:,Warners,Ctxx,aw
548,Desperate Journey,1942,Walsh,Wallis,Warners,Advt,H**
549,Northern Pursuit,1943,Walsh,PN:,SU:,Ctxx,aw
550,Objective Burma,1945,Walsh,PN:,SU:,,
551,The Man I Love,1946,Walsh,PN:Arnold Albert,Warners,Drama,H
552,One Sunday Afternoon,1949,Walsh,PN:Jerry Wald,Warners,Musical,H
553,White Heat,1949,Walsh,PN:,SU:,Ctxx,aw
554,Colorado Territory,1949,Walsh,PN:,SU:,West,aw
555,Distant Drums,1951,Walsh,PN:,Republic,West,aw
556,Blackbeard the Pirate,1952,Walsh,Grainger,RKO,Advt,H
557,Gun Fury,1953,Walsh,PN:,SU:,West,aw
558,Sea Devils,1953,Walsh,PN:,SU:,,aw
559,Battle Cry,1954,Walsh,none,S:Warners,Romantic,H
560,Band of Angels,1957,Walsh,none,Warners,Drama,H
561,The Naked and the Dead,1958,Walsh,PN:,SU:,Drama,aw
562,A Distant Trumpet,1964,Walsh,PN:,SU:,Ctxx,aw
563,Ceux de Chez Nous,1915,Guitry,PN:,SU:,Ctxx,aw
564,La Voyante,1925,Guitry,PN:,SU:,Ctxx,aw
565,Les Deaux Couverts,1932,Guitry,PN:,SU:,Ctxx,aw
566,Bonne Chance,1935,Guitry,PN:,SU:,Ctxx,aw
567,Le Roman d'un Tricheur,1936,Guitry,PN:,SU:,Comedy,aw
568,The Pearls of the Crown,1937,Guitry,T:Les Perles de la couronne,|,,
569,Les Perles de la couronne,1937,Guitry,PN:,SU:,Bio-Pic,aw
570,Quadrille,1938,Guitry,PN:,SU:,Ctxx,aw
571,Champes-Elyse\'es,1938,Guitry,PN:,SU:,Bio-Pic,aw
572,Ils Etaient Neuf Celibataires,1939,Guitry,PN:,SU:,Ctxx,aw
573,Le Destin Fabuleux de Desiree Clary,1942,Guitry,PN:,SU:,Bio-Pic,aw
574,Donne-moi Tes Yeux,1943,Guitry,PN:,SU:,Ctxx,aw
575,La Diable Boiteux,1948,Guitry,PN:,SU:,Ctxx,aw
576,Le Comedien,1949,Guitry,PN:,SU:,Ctxx,aw
577,La Poison,1951,Guitry,PN:,Gaumont,Myst,aw
578,Debureau,1951,Guitry,PN:,SU:,Ctxx,aw
579,Versailles,1954,Guitry,PN:,SU:,Drama,aw
580,Napoleon,1955,Guitry,PN:,SU:,Ctxx,aw
581,Si Paris m'etait cont\'e,1955,Guitry,PN:,Gaumont,Drama,aw
582,Les Trois Font la Paire,1957,Guitry,PN:,Gaumont,Myst,aw
583,Le Vie a Dieux,1957,Guitry,PN:,SU:,Ctxx,aw
584,Assassins et Voleurs,1957,Guitry,PN:,Gaumont,"Myst,Comedy",
585,Going to the San Francisco World's Fair,1916,W.D.Taylor,PU:,S:Keystone,Documentary,aw
586,Tom Sawyer,1917,W.D.Taylor,PN:,SU:,Ctxx,aw
587,Johanna Enlists,1918,W.D.Taylor,PN:,Pickford,Romantic,aw
588,Huck and Tom,1918,W.D.Taylor,PN:,SU:,Ctxx,aw
589,Anne of Green Gables,1919,W.D.Taylor,PN:,RealArt,Drama,aw
590,Huckleberry Finn,1920,W.D.Taylor,PN:,SU:,Ctxx,aw
591,Two Orphans,1915,Unknown15,PN:,SU:,Drama,aw
592,The Clemenceau Case,1915,Unknown15,PN:,SU:,Drama,aw
593,The Stain,1915,Unknown15,PN:,SU:,Drama,aw
594,Lady Audley's Secret,1915,Unknown15,PN:,SU:,Drama,aw
595,The Vixen,1916,Unknown15,PN:,SU:,Drama,aw
596,A Fool There Was,1916,Unknown15,PN:,SU:,Drama,aw
597,Sin,1916,Unknown15,PN:,SU:,Drama,aw
598,The Light,1916,Unknown15,PN:,SU:,Drama,aw
599,Destruction,1916,Unknown15,PN:,SU:,Drama,aw
600,Gold and the Woman,1916,Unknown15,PN:,SU:,Drama,aw
601,The Serpent,1916,Unknown15,PN:,SU:,Drama,aw
602,Eternal Sappho,1916,Unknown15,PN:,SU:,Drama,aw
603,Her Double Life,1916,Unknown15,PN:,SU:,Drama,aw
604,Cleopatra,1917,Unknown15,PN:,SU:,Drama,aw
605,Madame Du Barry,1917,Unknown15,PN:,SU:,Drama,aw
606,Under Two Flags,1917,Unknown15,PN:,SU:,Drama,aw
607,Camille,1917,Unknown15,PN:,SU:,Drama,aw
608,Heart and Soul,1917,Unknown15,PN:,SU:,Drama,aw
609,The Tiger Woman,1917,Unknown15,PN:,SU:,Drama,aw
610,Salome,1918,Unknown15,PN:,SU:,Drama,aw
611,When A Woman Sins,1918,Unknown15,PN:,SU:,Drama,aw
612,The Forbidden Path,1918,Unknown15,PN:,SU:,Drama,aw
613,The She Devil,1918,Unknown15,PN:,SU:,Drama,aw
614,Rose of the Blood,1918,Unknown15,PN:,SU:,Drama,aw
615,Kathleen Mavourneen,1919,Unknown15,PN:,SU:,Drama,aw
616,La Belle Russe,1919,Unknown15,PN:,SU:,Drama,aw
617,When Men Desire,1919,Unknown15,PN:,SU:,Drama,aw
618,The Siren's Song,1919,Unknown15,PN:,SU:,Drama,aw
619,A Woman There Was,1920,Unknown15,PN:,SU:,Drama,aw
620,The Price of Silence,1921,Unknown15,PN:,SU:,Drama,aw
621,Her Greatest Love,1921,Unknown15,PN:,SU:,Drama,aw
622,The Unchastened Woman,1925,Unknown15,PN:,SU:,Ctxx,aw
623,Madame Mystery,1926,Unknown15,PN:,SU:,Comedy,aw
624,The Dancer of Paris,1928,Unknown15,PN:,SU:,Ctxx,aw
625,Perfido Incanto,1916,A.Bragaglia,PN:,SL:\Fr,Ctxx,aw
626,Thais,1916,A.Bragaglia,PN:,Novissima SL:Italy,Ctxx,aw
627,J'accuse,1919,Gance,PN:,SL:\Fr,,
628,Napoleon,1927,Gance,PN:,WESTI,"Bio-Pic,Epic",H****
629,La Fin du Monde,1930,Gance,PN:Gance,Ecran d'Art,Drama,H*
630,Napoleon,1934,Gance,PN:,Soc.Gen.des Films,"Bio-Pic,Epic",H****
631,J'accuse,1937,Gance,PN:,SL:\Fr,Drama,
632,Magirama,1955,Gance,PN:,SU:,Historic,
633,Austerlitz,1960,Gance,PN:,SU:,Historic,
634,Who Pays?,1916,H.King,PN:,SU:,Ctxx,aw
635,Tol'able David,1921,H.King,PN:,SU:,Ctxx,aw
636,The White Sister,H.King,PN:,SU:,bws,aw,lc
637,Stella Dallas,1925,H.King,S.Goldwyn,Goldwyn,Drama,H*
638,Whoopie,1929,H.King,S.Goldwyn,SU:,Musical,
639,State Fair,1933,H.King,PN:Winfield Sheehan,Fox,Comedy,"AAN, H**"
640,Way Down East,1936,H.King,PN:Winfield Sheehan,Fox,Drama,H
641,Lloyd's of London,1936,H.King,D.F.Zanuck,Fox,Historic,H**
642,Ramona,1936,H.King,PN:,Fox,Ctxx,aw
643,In Old Chicago,1938,H.King,MacGowan,Fox,Drama,"H***, AAN"
644,Alexander's Ragtime Band,1938,H.King,"D.F.Zanuck, Harry Joe Brown",Fox,Musical,"AAN, H***"
645,Stanley and Livingstone,1939,H.King,Kenneth MacGowan,Fox,Advt,H***
646,Maryland,1940,H.King,PN:,SU:,Ctxx,aw
647,Chad Hanna,1940,H.King,PN:,SU:,Ctxx,aw
648,A Yank in the RAF,1941,H.King,PN:,SU:,Ctxx,aw
649,The Black Swan,1942,H.King,PN:Robert Bassler,Fox,Ctxx,aw
650,The Song of Bernadette,1943,H.King,PN:,SU:,Drama,aw
651,Wilson,1944,H.King,PN:Darryl Zanuck,Fox,Bio-Pic,AAN
652,Margie,1946,H.King,PN:,SU:,Ctxx,aw
653,Captain from Castile,1947,H.King,PN:,SU:,Advt,aw
654,Twelve OClock High,1949,H.King,D.F.Zanuck,Fox,Suspense,"H***, AAN"
655,The Gunfighter,1950,H.King,PN:,SU:,West,aw
656,David and Bathsheeba,1950,H.King,D.F.Zanuck,Fox,Epic,H*
657,The Snows of Kilimandjaro,1952,H.King,D.F.Zanuck,Fox,"Advt,Romantic",H**
658,Love is a many Splendored Thing,1955,H.King,PN:Buddy Adler,Fox,Romantic,"AAN, H*"
659,Untamed,1955,H.King,"PN:Bert E. Friedlob, William A. Bacher",Fox,Advt,H
660,The Sun also Rises,1957,H.King,D.F.Zanuck,SU:,Advt,
661,Tender is the Night,1961,H.King,PN:,SU:,Ctxx,aw
662,"T\^etes de Femmes, Femmes de T\^ete",1916,Feyder,PN:,Gaumont,Ctxx,aw
663,Un Conseil d'Ami,1917,Feyder,PN:,Gaumont,Comedy,aw
664,La Faute d'Orthographe,1918,Feyder,PN:,Gaumont,Comedy,aw
665,L'Atlantide,1921,Feyder,PN:,SU:,Ctxx,aw
666,Les Noveuax Messieurs,1929,Feyder,PN:,SU:,Ctxx,aw
667,The Kiss,1929,Feyder,PN:,SU:,Drama,aw
668,Le Grand Jeu,1934,Feyder,PN:Albert Lewin,MGM,Drama,aw
669,La Kermesse Heroique,1935,Feyder,PN:,Tobis,Comedy,H**
670,Knight Without Armor,1937,Feyder,A.Korda,London,"Advt,Romantic",H**
671,La Lois du Nord,1939,Feyder,PN:,SU:,Ctxx,aw
672,Rebecca of Sunnybrook Farm,1917,Neilan,PN:,First National,Drama,aw
673,Dady Long-Legs,1919,Neilan,PN:,SU:,Romantic,
674,Tess of the D'Ubervilles,1925,Neilan,PN:,SU:,Ctxx,aw
675,Sweethearts on Parade,1930,Neilan,PN:,SU:,Ctxx,aw
676,Private Lives,1931,S.Franklin,PN:,MGM,"Drama,Comedy",aw
677,The Guardsman,1931,S.Franklin,PN:Albert Lewin,MGM,Comedy,H*
678,Reunion in Vienna,1933,S.Franklin,PN:,SU:,Drama,aw
679,Dark Angel,1935,S.Franklin,PN:,SU:,Ctxx,aw
680,The Good Earth,1937,S.Franklin,PN:Irving Thalberg,MGM,Drama,"AAN, AAN dir, H***"
681,The Three Godfathers,1916,LeSaint,,Universal,West,aw
682,The Ragamuffin,1916,W.DeMille,PN:,Paramount,Romantic,aw
683,What Every Woman Knows,1921,W.DeMille,PN:,Paramount,Romantic,aw
684,Nice People,1922,W.DeMille,PN:,SU:,Ctxx,aw
685,Craig's Wife,1928,W.DeMille,PN:,SU:,Ctxx,aw
686,Il processo Clemenceau,1917,deAntoni,PN:,Ceasar,Drama,aw
687,The House of Rothschild,1934,Werker,"PN:William Goetz, R.Griffith",2oth C.,,H**
688,The Adventures of Sherlock Holmes,1939,Werker,D.Markey,Fox,,H***
689,One Week,1920,Keaton,PN:,SU:,,
690,Hard Luck,1921,Keaton,PN:,SU:,,
691,The Paleface,1921,Keaton,PN:,SU:,,
692,The Boat,1921,Keaton,PN:,SU:,,
693,The Blacksmith,1921,Keaton,PN:,SU:,,
694,The Haunted House,1921,Keaton,PU:,SU:,Comedy,
695,Neighbors,1921,Keaton,PU:,SU:,Romantic Comedy,
696,The Frozen North,1922,Keaton,PU:,SU:,Comedy,
697,My Wife's Relations,1922,Keaton,PN:,SU:,,
698,Day Dreams,1922,Keaton,PN:,SU:,,
699,Cops,1922,Keaton,PN:Joseph F. Schenk,First National,,H***
700,The Love Nest,1923,Keaton,PN:,SU:,,
701,The Baloonatic,1923,Keaton,PN:,SU:,,
702,Our Hospitality,1923,Keaton,PN:Joseph M. Schenk,"Metro, Keaton",Comedy,H**
703,The Three Ages,1923,Keaton,PN:,SU:,Comedy,
704,The Navigator,1924,Keaton,PN:Joseph M. Schenk,Metro-Goldwyn,Comedy,H***
705,Sherlock jr.,1924,Keaton,PN:Joseph M. Schenk,Metro,Comedy,H**
706,Go West,1925,Keaton,PN:,SU:,Comedy,
707,The Three Ages,1925,Keaton,PN:,SU:,Comedy,
708,Estrallos,1925,Keaton,PN:,SU:,Comedy,
709,Battling Butler,1926,Keaton,PN:,SU:,Comedy,
710,College,1927,Keaton,PN:,SU:,Comedy,
711,Seven Chances,1930,Keaton,PU:,SU:,Comedy,
712,One-Run Elmer,1935,Keaton,PN:,Povert Row's Educational Pictures,,
713,Tars and Stripes,1935,Keaton,PN:,Povert Row's Educational Pictures,,
714,Grand Slam Opera,1936,Keaton,PN:,Povert Row's Educational Pictures,,
715,Cenere,1917,Mari,PN:Arturo Ambrosio,Ambrosio,Drama,aw
716,The Only Way,1918,F.Lloyd,PN:,SU:,Drama,aw
717,Les Mis\'erables,1918,F.Lloyd,PN:,"SL:USA,England",Drama,aw
718,Madame X,1920,F.Lloyd,PN:,SU:,Drama,aw
719,Oliver Twist,1922,F.Lloyd,PN:,SU:,Ctxx,aw
720,The Divine Lady,1929,F.Lloyd,PN:,Warners,Bio-Pic,"H*, AA dir"
721,East Lynne,1931,F.Lloyd,PN:,Fox,Drama,"H, AAN"
722,Passport to Hell,1932,F.Lloyd,PN:,SU:,Ctxx,aw
723,Cavalcade,1933,F.Lloyd,PN:Winfield Sheehan,SU:,Drama,AA
724,Berkeley Square,1933,F.Lloyd,PN:Jessse L. Lasky,Fox,Romantic,N**
725,Mutiny on the Bounty,1935,F.Lloyd,Irving Thalberg,MGM,Drama,"AA, AAN dir [8], H***"
726,Under Two Flags,1936,F.Lloyd,PN:,Fox,Advt,[47]
727,Wells Fargo,1937,F.Lloyd,F.Llloyd,Paramount,West,H*
728,Maid of Salem,1961,F.Lloyd,PN:Howard Estabrook,Paramount,"Drama,Bio-Pic",
729,If I were King,1939,F.Lloyd,Lloyd,Paramount,Advt,H*
730,Blood on the Sun,1945,F.Lloyd,PN:William Cagney,"U.A.,Cagney",Actn,H*
731,The Goldwyn Follies,1938,Geo.Marshall,PN:Sam Goldwyn,Goldwyn,Musical,H**
732,Destry Rides Again,1939,Geo.Marshall,PN:Joe Pasternal,Universal,West,H****
733,The Ghost Breakers,1940,Geo.Marshall,Hornblow,Paramount,,H***
734,Murder He Says,1944,Geo.Marshall,PN:,SU:,Ctxx,aw
735,Incendiary Blonde,1945,Geo.Marshall,PN:,SU:,Bio-Pic,
736,The Blue Dahlia,1946,Geo.Marshall,PN:,Paramount,Noir,
737,Monsieur Beaucaire,1946,Geo.Marshall,PN:John Paul Jones,Paramount,,H*
738,The Happy Barber,1946,Geo.Marshall,PU:,SU:,Comedy,
739,Tm:The Perils of Pauline,1947,Geo.Marshall,PN:,SU:,Drama,aw
740,Variety Girl,1947,Geo.Marshall,PN:Daniel Dare,Paramount,Drama,H
741,Fancy Pants,1950,Geo.Marshall,PN:,SU:,Ctxx,aw
